Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length
8000,7975.0,0.0603,36,home_improvement,18.38%,NY,MORTGAGE,4250.0,755-759,10.0,4455.0,0.0,6 years
12000,12000.0,0.0749,36,debt_consolidation,13.40%,CA,RENT,5416.67,740-744,13.0,13953.0,0.0,2 years
11875,11875.0,0.0603,36,debt_consolidation,20.80%,FL,MORTGAGE,2740.5,780-784,16.0,23490.0,1.0,10+ years
20000,19975.0,0.1599,60,small_business,16.16%,IL,MORTGAGE,3750.0,700-704,9.0,19872.0,1.0,< 1 year
18000,9516.78,0.1178,36,debt_consolidation,17.43%,TX,MORTGAGE,7750.0,705-709,17.0,29046.0,0.0,3 years
8000,7900.0,0.1595,60,debt_consolidation,20.16%,NY,RENT,4500.0,665-669,10.0,2786.0,1.0,5 years
24000,24000.0,0.0654,36,debt_consolidation,5.62%,OH,MORTGAGE,9583.33,755-759,9.0,22725.0,2.0,3 years
11500,11475.0,0.1212,36,credit_card,24.16%,FL,MORTGAGE,2458.33,695-699,9.0,21668.0,0.0,10+ years
2000,2000.0,0.1689,36,other,3.31%,NJ,RENT,2750.0,675-679,3.0,3247.0,2.0,2 years
12800,12800.0,0.1677,60,home_improvement,19.12%,MD,OWN,4166.67,685-689,15.0,12693.0,2.0,5 years
10000,10000.0,0.1855,36,credit_card,6.24%,FL,RENT,5416.67,670-674,8.0,9783.0,2.0,3 years
25000,25000.0,0.1433,36,credit_card,27.88%,NM,OWN,5416.67,710-714,11.0,18460.0,2.0,10+ years
5000,5000.0,0.1171,36,major_purchase,10.12%,GA,RENT,9288.33,705-709,17.0,798.0,1.0,3 years
4800,4775.0,0.079,36,debt_consolidation,13.74%,CA,RENT,6333.33,720-724,6.0,1782.0,0.0,1 year
16475,16475.0,0.1433,60,debt_consolidation,15.96%,GA,MORTGAGE,3333.33,725-729,7.0,5568.0,1.0,8 years
8000,8000.0,0.079,36,debt_consolidation,22.83%,KS,MORTGAGE,3750.0,725-729,8.0,2719.0,2.0,6 years
5000,4797.96,0.1099,36,debt_consolidation,19.88%,TX,RENT,3200.0,700-704,7.0,387.0,0.0,3 years
6000,5975.0,0.089,36,debt_consolidation,17.48%,NJ,RENT,6996.17,700-704,12.0,6252.0,0.0,10+ years
21000,21000.0,0.1727,60,debt_consolidation,31.48%,MO,RENT,4583.33,680-684,13.0,32616.0,1.0,10+ years
6000,6000.0,0.079,36,debt_consolidation,10.75%,SC,MORTGAGE,2883.33,725-729,8.0,4813.0,0.0,4 years
10500,10500.0,0.1433,36,debt_consolidation,27.80%,PA,RENT,2500.0,670-674,6.0,16128.0,0.0,< 1 year
16000,16000.0,0.158,60,debt_consolidation,24.85%,IL,MORTGAGE,5416.67,680-684,10.0,9638.0,0.0,10+ years
10000,10000.0,0.1074,36,credit_card,26.02%,MA,RENT,3750.0,720-724,8.0,6891.0,1.0,4 years
5000,4975.0,0.1158,36,debt_consolidation,18.48%,AZ,RENT,7083.33,700-704,6.0,2591.0,1.0,2 years
12000,11975.0,0.1446,60,debt_consolidation,20.50%,CA,MORTGAGE,5916.67,690-694,11.0,8244.0,0.0,7 years
25200,24999.92,0.203,60,debt_consolidation,14.90%,PA,MORTGAGE,7166.67,690-694,11.0,28481.0,0.0,4 years
2000,2000.0,0.1311,36,major_purchase,14.11%,NV,RENT,3750.0,680-684,4.0,1485.0,0.0,3 years
12000,11975.0,0.1777,36,debt_consolidation,9.81%,TX,RENT,4333.33,670-674,12.0,12837.0,1.0,2 years
12500,12500.0,0.089,36,debt_consolidation,14.37%,TX,RENT,4154.17,715-719,9.0,10465.0,0.0,4 years
8000,7925.0,0.0662,36,credit_card,21.95%,IL,MORTGAGE,3666.67,745-749,11.0,17907.0,1.0,10+ years
5000,5000.0,0.1212,36,credit_card,11.08%,NJ,RENT,1833.33,685-689,7.0,5408.0,0.0,10+ years
12800,12800.0,0.1465,36,vacation,17.76%,TX,RENT,10000.0,680-684,13.0,5792.0,1.0,10+ years
15000,15000.0,0.0699,36,medical,6.64%,MO,MORTGAGE,9083.33,810-814,12.0,1410.0,0.0,10+ years
5000,5000.0,0.0762,36,debt_consolidation,17.10%,FL,RENT,1750.0,725-729,7.0,8162.0,0.0,4 years
7000,7000.0,0.1422,36,medical,7.04%,AZ,RENT,3010.0,670-674,5.0,3047.0,2.0,< 1 year
13450,13450.0,0.1409,36,debt_consolidation,12.93%,TX,MORTGAGE,3333.33,685-689,5.0,5407.0,0.0,1 year
20375,20375.0,0.1409,60,debt_consolidation,22.67%,CA,MORTGAGE,5416.67,740-744,17.0,20980.0,2.0,10+ years
1200,1200.0,0.158,36,debt_consolidation,9.99%,FL,RENT,3833.33,665-669,10.0,6520.0,1.0,10+ years
2000,2000.0,0.1433,36,debt_consolidation,22.48%,MN,RENT,4333.33,675-679,9.0,8496.0,1.0,4 years
7200,7200.0,0.1212,36,credit_card,29.38%,CA,RENT,4166.67,680-684,12.0,5165.0,0.0,10+ years
4600,4600.0,0.0542,36,home_improvement,3.38%,OH,MORTGAGE,3664.25,775-779,6.0,3127.0,0.0,10+ years
8000,8000.0,0.0699,36,small_business,9.19%,CA,MORTGAGE,5833.33,790-794,5.0,4469.0,2.0,3 years
20125,20125.0,0.1849,36,credit_card,11.08%,NY,MORTGAGE,8937.5,675-679,14.0,12418.0,0.0,2 years
21850,21825.0,0.1879,60,credit_card,20.32%,LA,RENT,4400.0,680-684,7.0,9171.0,0.0,4 years
5000,5000.0,0.1038,36,moving,19.10%,MA,RENT,4200.0,715-719,7.0,1109.0,0.0,3 years
12000,12000.0,0.1531,36,debt_consolidation,8.28%,MA,RENT,7750.0,670-674,10.0,16132.0,0.0,10+ years
5800,5800.0,0.0603,36,credit_card,6.98%,MA,RENT,5208.33,760-764,7.0,4965.0,0.0,4 years
10000,10000.0,0.1171,36,other,13.41%,NJ,RENT,5800.0,710-714,9.0,4214.0,0.0,3 years
4800,4800.0,0.079,36,credit_card,17.34%,NC,MORTGAGE,6250.0,705-709,7.0,4195.0,0.0,10+ years
8000,8000.0,0.1099,36,debt_consolidation,17.12%,PA,RENT,2500.0,705-709,13.0,7027.0,1.0,3 years
9750,9750.0,0.1629,36,debt_consolidation,34.04%,TX,MORTGAGE,3119.92,670-674,12.0,8774.0,1.0,5 years
4000,4000.0,0.1269,36,major_purchase,1.34%,CA,RENT,9583.33,705-709,8.0,5304.0,1.0,2 years
3000,3000.0,0.1099,36,debt_consolidation,20.96%,CA,RENT,5583.33,695-699,6.0,1531.0,2.0,10+ years
16000,16000.0,0.158,36,credit_card,11.35%,TX,RENT,5075.0,690-694,15.0,22380.0,2.0,3 years
12000,11725.0,0.0963,36,car,15%,GA,MORTGAGE,3000.0,750-754,8.0,20328.0,0.0,< 1 year
7500,5795.24,0.1178,36,home_improvement,17.72%,OR,MORTGAGE,2500.0,690-694,7.0,6349.0,1.0,4 years
23850,23850.0,0.2295,60,debt_consolidation,20.74%,TX,MORTGAGE,5000.0,670-674,13.0,17587.0,1.0,4 years
6250,6250.0,0.1409,36,debt_consolidation,19.70%,FL,RENT,4248.33,680-684,9.0,9991.0,2.0,< 1 year
16750,16359.69,0.0788,36,debt_consolidation,20.70%,TX,MORTGAGE,3778.67,745-749,9.0,22352.0,0.0,10+ years
1900,1900.0,0.0729,36,other,23.05%,FL,RENT,2208.33,725-729,11.0,8508.0,1.0,3 years
22500,22500.0,0.079,36,other,19.93%,IL,OWN,5208.33,755-759,5.0,22876.0,0.0,10+ years
12000,12000.0,0.0849,60,debt_consolidation,11.03%,GA,MORTGAGE,4425.17,780-784,9.0,14816.0,0.0,10+ years
15000,15000.0,0.1269,60,debt_consolidation,15.80%,NY,MORTGAGE,4500.0,730-734,17.0,18592.0,2.0,1 year
24000,24000.0,0.242,60,debt_consolidation,20.77%,VA,RENT,4583.33,665-669,13.0,28399.0,1.0,10+ years
7300,7300.0,0.0788,36,credit_card,11.78%,FL,RENT,3090.5,735-739,5.0,13459.0,0.0,7 years
25000,24975.0,0.1311,60,debt_consolidation,28.15%,NY,RENT,7250.0,740-744,14.0,19598.0,0.0,6 years
4575,4575.0,0.1114,36,credit_card,21.33%,TX,OWN,1280.0,690-694,8.0,9484.0,0.0,< 1 year
17000,17000.0,0.1074,60,debt_consolidation,11.12%,AL,MORTGAGE,4166.67,760-764,10.0,19020.0,0.0,10+ years
12000,11975.0,0.1367,36,debt_consolidation,17.05%,CA,RENT,2000.0,675-679,6.0,7552.0,0.0,10+ years
24000,24000.0,0.1212,36,wedding,22.66%,TX,RENT,8750.0,715-719,12.0,29683.0,0.0,9 years
7000,7000.0,0.1777,36,credit_card,8.02%,OK,RENT,6000.0,690-694,5.0,6623.0,0.0,10+ years
10000,10000.0,0.1212,36,debt_consolidation,20.16%,CA,RENT,5833.33,695-699,16.0,25687.0,0.0,4 years
14000,14000.0,0.0662,36,credit_card,28.82%,NY,RENT,4250.0,745-749,16.0,1850.0,1.0,8 years
3250,3225.0,0.0762,36,credit_card,3.12%,CA,RENT,2083.33,745-749,6.0,2114.0,1.0,3 years
18000,18000.0,0.1114,36,debt_consolidation,11.81%,FL,RENT,5100.0,715-719,8.0,17139.0,0.0,1 year
19500,19500.0,0.21,36,debt_consolidation,26.84%,VA,MORTGAGE,5125.0,660-664,11.0,29033.0,0.0,10+ years
5000,5000.0,0.0603,36,debt_consolidation,29.86%,CA,OWN,2083.33,785-789,12.0,22141.0,0.0,n/a
20000,20000.0,0.1758,60,debt_consolidation,18.45%,OH,RENT,4250.0,700-704,10.0,11805.0,0.0,4 years
6000,6000.0,0.1349,36,debt_consolidation,19.68%,NJ,RENT,7500.0,680-684,6.0,6686.0,1.0,10+ years
14300,14300.0,0.1409,36,debt_consolidation,21.74%,DE,MORTGAGE,7750.0,695-699,11.0,25213.0,2.0,4 years
12800,12800.0,0.1212,36,credit_card,10.10%,NC,MORTGAGE,5000.0,690-694,9.0,33085.0,0.0,10+ years
3000,2975.0,0.079,36,major_purchase,17.58%,LA,RENT,3458.33,720-724,8.0,2999.0,0.0,1 year
18000,18000.0,0.1212,36,credit_card,22.34%,MA,RENT,4583.33,700-704,13.0,17868.0,0.0,10+ years
9750,9750.0,0.1531,36,debt_consolidation,14.13%,MT,OWN,2518.67,665-669,7.0,13209.0,0.0,10+ years
5000,5000.0,0.1242,36,debt_consolidation,23.84%,SC,RENT,2500.0,695-699,8.0,7980.0,2.0,2 years
1200,1200.0,0.079,36,debt_consolidation,6.92%,CT,RENT,1300.0,710-714,8.0,1775.0,0.0,n/a
12000,12000.0,0.1727,36,debt_consolidation,20.07%,CA,RENT,5416.67,660-664,7.0,3747.0,0.0,< 1 year
21850,21850.0,0.1629,60,debt_consolidation,32.13%,GA,MORTGAGE,4628.0,715-719,17.0,32103.0,1.0,10+ years
12000,12000.0,0.1136,36,home_improvement,14.57%,MA,MORTGAGE,5833.33,705-709,7.0,2701.0,0.0,9 years
7000,7000.0,0.1849,36,other,16.15%,FL,MORTGAGE,4166.67,675-679,7.0,4167.0,0.0,10+ years
12000,12000.0,0.1242,36,credit_card,13.99%,AZ,MORTGAGE,2916.67,680-684,10.0,13576.0,0.0,5 years
25475,25375.0,0.1903,60,debt_consolidation,21.98%,FL,RENT,5000.67,680-684,17.0,24081.0,1.0,< 1 year
10000,10000.0,0.1114,36,credit_card,25.80%,CA,RENT,2833.33,700-704,8.0,6521.0,0.0,7 years
10000,9725.0,0.0751,36,debt_consolidation,18.72%,MA,MORTGAGE,4300.0,760-764,15.0,24413.0,1.0,10+ years
4000,4000.0,0.1433,36,debt_consolidation,25.86%,OH,MORTGAGE,3333.33,675-679,12.0,19443.0,1.0,9 years
8000,8000.0,0.1038,36,debt_consolidation,1.82%,CA,RENT,2800.0,720-724,5.0,2186.0,0.0,3 years
9000,9000.0,0.0603,36,debt_consolidation,5.87%,NY,MORTGAGE,8333.33,775-779,9.0,1717.0,0.0,1 year
24000,24000.0,0.1727,60,debt_consolidation,20.55%,GA,OWN,6250.0,675-679,10.0,17780.0,0.0,7 years
18000,18000.0,0.1311,60,debt_consolidation,17%,CT,RENT,7083.33,750-754,8.0,2234.0,2.0,6 years
4000,4000.0,0.138,60,major_purchase,13.26%,FL,OWN,3500.0,695-699,5.0,8518.0,1.0,3 years
15000,15000.0,0.0662,36,debt_consolidation,3.23%,NJ,MORTGAGE,6250.0,755-759,8.0,13131.0,0.0,n/a
6075,6075.0,0.1727,36,debt_consolidation,20.25%,NY,OWN,2666.67,660-664,15.0,7515.0,2.0,< 1 year
13800,13800.0,0.1749,60,medical,1.68%,NY,RENT,4166.67,710-714,3.0,2766.0,0.0,8 years
4800,4800.0,0.0662,36,car,10.42%,TX,MORTGAGE,7291.67,815-819,14.0,0.0,0.0,< 1 year
24250,17431.82,0.1223,60,credit_card,23.79%,OH,MORTGAGE,5833.33,730-734,6.0,31061.0,2.0,10+ years
7000,6975.0,0.0691,36,vacation,21.23%,CA,RENT,3000.0,715-719,12.0,10784.0,1.0,5 years
10500,10500.0,0.1212,36,major_purchase,5.42%,NY,RENT,5000.0,700-704,4.0,502.0,0.0,2 years
25000,24950.0,0.2149,60,debt_consolidation,23.79%,NV,MORTGAGE,5666.67,690-694,8.0,27699.0,1.0,8 years
21000,21000.0,0.1433,60,debt_consolidation,6.16%,OH,MORTGAGE,8333.33,715-719,10.0,22196.0,0.0,10+ years
9600,9600.0,0.1074,36,debt_consolidation,8.62%,MA,RENT,3458.33,720-724,4.0,8915.0,0.0,10+ years
4000,4000.0,0.1465,36,moving,22.38%,CA,RENT,4000.0,665-669,10.0,18833.0,2.0,< 1 year
20000,20000.0,0.2149,36,debt_consolidation,19.10%,FL,RENT,6000.0,665-669,7.0,21202.0,2.0,10+ years
6900,6900.0,0.079,36,home_improvement,14.18%,MI,OWN,2750.0,710-714,14.0,4087.0,0.0,6 years
2000,2000.0,0.1242,36,wedding,1.99%,NY,RENT,2518.75,675-679,5.0,985.0,0.0,7 years
12000,12000.0,0.079,36,credit_card,13.18%,NJ,OWN,5833.33,725-729,8.0,9866.0,0.0,4 years
3300,3300.0,0.1037,36,small_business,5.47%,AL,RENT,3125.0,690-694,8.0,2623.0,0.0,7 years
6000,5950.0,0.1038,36,debt_consolidation,6.61%,GA,RENT,2300.0,720-724,5.0,4006.0,1.0,2 years
3250,3250.0,0.21,36,small_business,31.84%,OR,RENT,2858.33,690-694,5.0,17662.0,0.0,6 years
16500,16175.0,0.1223,60,home_improvement,6.41%,MA,MORTGAGE,5833.33,715-719,8.0,30455.0,2.0,< 1 year
4000,4000.0,0.1433,36,debt_consolidation,2.95%,KS,MORTGAGE,2916.67,750-754,2.0,2476.0,0.0,10+ years
6000,6000.0,0.1749,36,moving,1.58%,MD,RENT,4416.67,665-669,3.0,2426.0,2.0,8 years
12000,11975.0,0.0849,36,debt_consolidation,8.36%,CA,RENT,4500.0,745-749,12.0,8422.0,0.0,10+ years
24000,24000.0,0.2247,60,debt_consolidation,30.97%,VA,MORTGAGE,10104.17,675-679,14.0,37686.0,0.0,10+ years
7500,7500.0,0.1999,36,debt_consolidation,19.06%,CA,RENT,3348.0,660-664,8.0,5322.0,0.0,10+ years
10000,10000.0,0.1074,36,small_business,22.74%,NY,MORTGAGE,5416.67,710-714,4.0,20143.0,1.0,10+ years
12000,11341.5,0.0691,36,debt_consolidation,17.92%,WA,RENT,5200.0,710-714,16.0,8182.0,0.0,< 1 year
7000,6775.0,0.0932,36,debt_consolidation,8.34%,CA,RENT,5000.0,745-749,6.0,3337.0,1.0,< 1 year
4000,4000.0,0.0749,36,car,0.52%,CA,RENT,5416.67,755-759,4.0,929.0,0.0,1 year
7800,7800.0,0.1311,36,credit_card,15.56%,FL,MORTGAGE,5000.0,680-684,8.0,12889.0,0.0,5 years
15000,15000.0,0.1527,36,debt_consolidation,15.58%,WV,RENT,6666.67,680-684,11.0,23226.0,1.0,2 years
14125,14125.0,0.1849,36,debt_consolidation,8.10%,NY,RENT,3000.0,670-674,6.0,8992.0,1.0,10+ years
8000,8000.0,0.0542,36,credit_card,4.47%,CA,OWN,3936.0,780-784,7.0,5235.0,0.0,10+ years
4325,4325.0,0.0749,36,credit_card,5.47%,FL,MORTGAGE,3691.67,715-719,9.0,5074.0,0.0,10+ years
15000,15000.0,0.1349,36,car,9.73%,VA,RENT,3000.0,705-709,9.0,7005.0,1.0,4 years
12000,12000.0,0.1016,36,debt_consolidation,28.01%,NY,RENT,2916.67,710-714,8.0,6913.0,0.0,3 years
6575,6575.0,0.089,36,debt_consolidation,4.39%,FL,MORTGAGE,7500.0,710-714,5.0,6670.0,0.0,8 years
9000,9000.0,0.1016,36,debt_consolidation,13.76%,CA,RENT,5166.67,710-714,10.0,6490.0,0.0,10+ years
4500,4500.0,0.0888,36,credit_card,7.07%,OR,MORTGAGE,5250.0,710-714,10.0,9356.0,2.0,9 years
20000,19875.0,0.1025,36,credit_card,13.38%,FL,MORTGAGE,10000.0,750-754,14.0,25668.0,1.0,8 years
1950,1950.0,0.1311,36,other,15.08%,CA,RENT,2600.0,680-684,6.0,4100.0,1.0,3 years
8000,8000.0,0.1409,36,credit_card,16.22%,OK,RENT,4166.67,675-679,12.0,16838.0,0.0,5 years
15000,15000.0,0.1059,36,medical,7.55%,CA,RENT,8750.0,740-744,6.0,6056.0,1.0,9 years
5650,5650.0,0.0766,36,debt_consolidation,16.49%,GA,MORTGAGE,5100.0,700-704,6.0,9863.0,0.0,1 year
6800,6800.0,0.158,36,debt_consolidation,15.43%,NC,RENT,2708.33,680-684,5.0,2964.0,0.0,1 year
3000,3000.0,0.1905,36,other,28.74%,CA,MORTGAGE,7116.25,660-664,7.0,7416.0,0.0,10+ years
5675,5675.0,0.1114,36,debt_consolidation,29.40%,CA,RENT,2333.33,705-709,6.0,9687.0,1.0,5 years
12000,12000.0,0.1793,60,debt_consolidation,0.72%,KY,MORTGAGE,6500.0,670-674,4.0,1549.0,1.0,10+ years
11100,11100.0,0.1531,36,debt_consolidation,12.03%,WA,MORTGAGE,2666.67,680-684,12.0,8990.0,0.0,10+ years
16000,16000.0,0.1905,60,debt_consolidation,17.82%,NY,RENT,6666.67,690-694,16.0,11232.0,2.0,5 years
4800,4800.0,0.1059,36,debt_consolidation,20.21%,IL,RENT,2666.67,710-714,5.0,3831.0,1.0,6 years
6200,6200.0,0.1531,36,credit_card,20.52%,CA,RENT,1940.0,665-669,5.0,16850.0,0.0,n/a
2250,2250.0,0.1036,36,car,17.97%,GA,OWN,5833.33,680-684,12.0,14637.0,0.0,2 years
24000,14860.05,0.1361,60,debt_consolidation,10.77%,OH,MORTGAGE,7750.0,715-719,11.0,2594.0,2.0,5 years
10000,10000.0,0.1212,36,debt_consolidation,5.84%,PA,RENT,4333.33,695-699,6.0,4665.0,0.0,1 year
12000,12000.0,0.1311,36,credit_card,6.10%,IL,MORTGAGE,4833.33,665-669,9.0,12025.0,0.0,9 years
12000,12000.0,0.1311,36,debt_consolidation,18.32%,NC,RENT,3916.67,690-694,14.0,12134.0,0.0,8 years
20800,13796.59,0.1221,36,credit_card,16.94%,TX,MORTGAGE,5833.33,750-754,11.0,14337.0,0.0,10+ years
10000,10000.0,0.1016,36,debt_consolidation,11.98%,CA,RENT,4166.67,705-709,9.0,10979.0,0.0,4 years
6000,6000.0,0.1427,36,debt_consolidation,7.64%,IL,MORTGAGE,5184.75,675-679,8.0,14422.0,0.0,2 years
4500,4500.0,0.1212,36,debt_consolidation,14.32%,AZ,RENT,1250.0,675-679,8.0,6265.0,0.0,5 years
3600,3600.0,0.0749,36,medical,15.72%,TX,RENT,2500.0,740-744,8.0,650.0,0.0,< 1 year
11200,11200.0,0.158,36,debt_consolidation,12.15%,FL,RENT,2666.67,675-679,9.0,5666.0,1.0,10+ years
6000,6000.0,0.1349,60,debt_consolidation,14.34%,KY,RENT,3458.0,690-694,6.0,2072.0,0.0,10+ years
8000,8000.0,0.1311,36,debt_consolidation,6.74%,UT,MORTGAGE,4583.33,665-669,13.0,9085.0,1.0,10+ years
2800,2800.0,0.074,36,educational,7.96%,MD,MORTGAGE,4158.0,805-809,12.0,562.0,0.0,8 years
12375,12375.0,0.0603,36,debt_consolidation,19.24%,PA,MORTGAGE,6750.0,790-794,11.0,8135.0,0.0,1 year
18825,18825.0,0.1727,60,credit_card,33.15%,MI,MORTGAGE,3583.33,690-694,12.0,13426.0,0.0,8 years
9600,9600.0,0.1114,36,debt_consolidation,23.62%,CO,MORTGAGE,4389.92,715-719,10.0,2195.0,1.0,8 years
14400,14400.0,0.1311,36,credit_card,10.75%,CA,RENT,5000.0,680-684,13.0,19772.0,0.0,8 years
20000,19850.0,0.1186,60,wedding,15.94%,NJ,RENT,4166.67,735-739,11.0,3202.0,0.0,3 years
15000,15000.0,0.1306,36,house,22.69%,FL,MORTGAGE,3750.0,685-689,12.0,21016.0,0.0,10+ years
13750,13750.0,0.1969,60,medical,22.01%,FL,MORTGAGE,2916.67,665-669,7.0,4690.0,2.0,2 years
20000,20000.0,0.079,36,debt_consolidation,10.32%,AR,MORTGAGE,10400.0,735-739,14.0,15626.0,0.0,2 years
12800,12800.0,0.1149,60,home_improvement,20.04%,NC,MORTGAGE,3333.33,720-724,13.0,24723.0,0.0,5 years
12000,12000.0,0.0751,36,debt_consolidation,13.30%,CA,RENT,7166.67,735-739,16.0,13715.0,1.0,4 years
12500,12500.0,0.1311,36,credit_card,27.76%,PA,RENT,3416.67,690-694,12.0,14174.0,0.0,6 years
5000,5000.0,0.1758,36,other,5.33%,AZ,RENT,1800.0,665-669,2.0,1749.0,0.0,< 1 year
4950,4950.0,0.1433,36,debt_consolidation,8.95%,FL,OWN,2916.67,675-679,11.0,7931.0,2.0,6 years
10000,10000.0,0.1212,36,debt_consolidation,13.81%,IL,MORTGAGE,6083.33,670-674,13.0,19263.0,1.0,8 years
24000,24000.0,0.079,36,debt_consolidation,20.87%,TX,MORTGAGE,10166.67,750-754,15.0,29523.0,1.0,2 years
14000,14000.0,0.1,60,debt_consolidation,10.40%,NJ,MORTGAGE,11333.33,745-749,6.0,27477.0,0.0,4 years
6000,6000.0,0.0749,36,credit_card,19.33%,IL,RENT,2100.0,715-719,8.0,2376.0,0.0,2 years
22400,22400.0,0.1311,36,debt_consolidation,16.08%,PA,RENT,7375.0,690-694,8.0,9673.0,0.0,10+ years
8000,8000.0,0.079,36,vacation,0%,NY,RENT,7300.0,795-799,2.0,0.0,0.0,10+ years
24575,24550.0,0.2049,36,credit_card,19.28%,CO,MORTGAGE,5166.67,665-669,8.0,23157.0,0.0,10+ years
5400,5400.0,0.0603,36,credit_card,4.16%,SD,OWN,2333.33,805-809,9.0,4224.0,0.0,6 years
12375,12375.0,0.0662,36,debt_consolidation,31%,PA,MORTGAGE,3500.0,735-739,16.0,14037.0,0.0,2 years
5000,5000.0,0.0603,36,major_purchase,2.92%,NY,RENT,3033.0,770-774,7.0,3663.0,0.0,8 years
7000,7000.0,0.0749,36,major_purchase,7.26%,PA,OWN,6280.0,750-754,14.0,353.0,0.0,4 years
6000,6000.0,0.1689,60,debt_consolidation,9.04%,NY,RENT,2400.0,680-684,7.0,7261.0,2.0,2 years
16400,12136.46,0.1379,36,small_business,17.43%,VA,MORTGAGE,6074.17,680-684,14.0,23831.0,2.0,1 year
8450,8450.0,0.1349,60,major_purchase,12.73%,TX,MORTGAGE,1375.0,775-779,2.0,0.0,1.0,2 years
18000,18000.0,0.1799,36,debt_consolidation,20.18%,WA,RENT,6916.67,665-669,15.0,23786.0,0.0,10+ years
12375,12325.0,0.1349,36,debt_consolidation,24.95%,AZ,MORTGAGE,4416.67,675-679,7.0,32725.0,0.0,9 years
10000,10000.0,0.0542,36,home_improvement,1.69%,CA,MORTGAGE,8000.0,795-799,6.0,8974.0,0.0,3 years
12000,12000.0,0.2198,60,debt_consolidation,12.94%,OH,MORTGAGE,2866.5,665-669,5.0,9626.0,1.0,10+ years
12000,12000.0,0.0603,36,major_purchase,2.55%,MO,MORTGAGE,3416.67,785-789,6.0,3732.0,0.0,10+ years
6000,6000.0,0.1399,36,home_improvement,12.98%,WY,MORTGAGE,10000.0,665-669,9.0,8230.0,0.0,5 years
13000,12975.0,0.0999,60,home_improvement,8.77%,OH,MORTGAGE,10500.0,800-804,8.0,6810.0,0.0,10+ years
4750,4700.0,0.1727,36,other,18.33%,FL,MORTGAGE,3583.33,755-759,11.0,2964.0,2.0,5 years
10000,9925.0,0.1849,36,small_business,13.37%,OR,MORTGAGE,11250.0,665-669,13.0,16740.0,2.0,10+ years
1000,1000.0,0.1531,36,moving,24.65%,NV,OWN,3176.0,675-679,6.0,10982.0,2.0,5 years
9600,9600.0,0.1629,36,debt_consolidation,26.50%,TX,RENT,5166.67,670-674,14.0,5639.0,0.0,3 years
3625,3625.0,0.1409,36,debt_consolidation,11.32%,FL,MORTGAGE,3895.0,665-669,9.0,12251.0,0.0,10+ years
10000,10000.0,0.1311,36,debt_consolidation,8.11%,CO,OWN,3500.0,685-689,11.0,11401.0,1.0,10+ years
19425,19400.0,0.1242,60,debt_consolidation,18.45%,CA,MORTGAGE,3225.23,745-749,10.0,6782.0,1.0,2 years
8400,8400.0,0.1367,36,credit_card,17%,TX,RENT,4583.33,695-699,14.0,20318.0,2.0,5 years
10000,10000.0,0.1399,36,debt_consolidation,18.14%,CA,RENT,4166.67,680-684,9.0,10545.0,1.0,3 years
6000,6000.0,0.1323,36,debt_consolidation,22.47%,FL,MORTGAGE,9367.0,685-689,13.0,33815.0,0.0,1 year
10000,10000.0,0.1433,36,debt_consolidation,25.01%,NV,RENT,4666.67,670-674,9.0,19479.0,0.0,10+ years
6000,6000.0,0.1212,36,debt_consolidation,16.39%,NM,RENT,1312.08,675-679,7.0,12475.0,0.0,1 year
16000,16000.0,0.1531,60,major_purchase,15.74%,NY,RENT,11250.0,675-679,10.0,15550.0,0.0,2 years
22000,21925.0,0.1727,36,credit_card,18.02%,CA,MORTGAGE,8666.67,660-664,12.0,9317.0,2.0,10+ years
13200,13200.0,0.1972,36,credit_card,9.07%,CA,MORTGAGE,5083.33,665-669,5.0,10771.0,0.0,10+ years
24000,14450.0,0.0999,60,debt_consolidation,8.08%,AL,MORTGAGE,8083.33,765-769,9.0,13559.0,0.0,10+ years
12250,2200.0,0.1505,36,debt_consolidation,23.80%,GA,MORTGAGE,7416.67,660-664,13.0,19136.0,1.0,8 years
21000,21000.0,0.1114,60,debt_consolidation,16.18%,NY,MORTGAGE,7083.33,705-709,8.0,22298.0,1.0,9 years
20000,20000.0,0.2198,60,credit_card,25.48%,NY,OTHER,6416.67,670-674,15.0,14115.0,0.0,10+ years
12000,11975.0,0.079,36,debt_consolidation,12.78%,VA,RENT,10000.0,705-709,9.0,23474.0,0.0,< 1 year
10000,10000.0,0.1349,36,credit_card,22.08%,NY,RENT,6000.0,680-684,8.0,11088.0,0.0,3 years
10750,10725.0,0.1311,36,debt_consolidation,14.02%,MI,MORTGAGE,4416.67,685-689,6.0,11525.0,0.0,10+ years
4000,3975.0,0.1483,36,moving,22.09%,CA,RENT,5600.0,680-684,8.0,7900.0,1.0,5 years
10450,10450.0,0.1311,36,debt_consolidation,21.33%,TX,RENT,2658.83,705-709,10.0,13371.0,1.0,10+ years
3000,2950.0,0.089,36,home_improvement,16.80%,NY,MORTGAGE,4166.67,725-729,4.0,8082.0,0.0,3 years
11000,11000.0,0.1212,36,debt_consolidation,5.83%,CA,MORTGAGE,4583.33,695-699,11.0,12361.0,0.0,10+ years
7500,7500.0,0.1311,36,debt_consolidation,8.04%,NJ,RENT,2796.8,690-694,4.0,4788.0,0.0,7 years
